Date,City,State,Zone,PM2_5,PM10,NO2,SO2,CO,O3,AQI,AQI_Bucket
2022-11-11,Guwahati,Assam,Northeast,67.5,110.3,46.6,36.6,3.29,19.1,132,Moderate
2022-11-12,Guwahati,Assam,Northeast,55.0,120.0,58.3,12.8,1.98,60.4,138,Moderate
2022-11-13,Guwahati,Assam,Northeast,47.9,74.9,12.8,23.6,1.69,60.9,112,Moderate
2022-11-15,Guwahati,Assam,Northeast,68.1,146.6,84.5,30.7,1.32,79.8,144,Moderate
2022-11-15,Guwahati,Assam,Northeast,56.4,91.1,19.0,43.7,1.53,29.2,134,Moderate
2022-11-20,Guwahati,Assam,Northeast,58.4,123.1,37.3,34.7,2.1,33.1,116,Moderate
2022-11-20,Guwahati,Assam,Northeast,43.2,81.2,78.8,44.0,2.27,40.6,117,Moderate
2022-11-25,Guwahati,Assam,Northeast,78.3,125.0,66.4,24.7,1.31,70.5,146,Moderate
2022-11-28,Guwahati,Assam,Northeast,63.8,115.3,34.1,26.4,2.0,54.0,143,Moderate
2022-12-07,Guwahati,Assam,Northeast,74.6,115.4,25.7,12.8,1.98,59.0,168,Moderate
2022-12-18,Guwahati,Assam,Northeast,49.7,74.7,87.1,28.3,2.17,58.3,120,Moderate
2022-12-22,Guwahati,Assam,Northeast,51.9,89.5,38.1,41.4,2.68,59.8,143,Moderate
2022-12-24,Guwahati,Assam,Northeast,60.9,98.6,24.3,27.2,2.21,73.8,149,Moderate
2022-12-25,Guwahati,Assam,Northeast,75.1,120.8,31.6,32.4,2.65,56.3,162,Moderate
2022-12-28,Guwahati,Assam,Northeast,69.6,153.0,44.6,43.1,0.65,50.4,141,Moderate
2018-01-02,Hyderabad,Telangana,South,75.5,154.1,76.4,35.8,1.87,29.0,176,Moderate
2018-01-04,Hyderabad,Telangana,South,69.1,130.8,53.4,8.7,3.29,60.5,175,Moderate
2018-01-06,Hyderabad,Telangana,South,73.0,117.7,12.0,25.2,1.14,18.2,141,Moderate
2018-01-06,Hyderabad,Telangana,South,67.8,144.4,40.9,36.4,2.17,18.5,176,Moderate
2018-01-10,Hyderabad,Telangana,South,90.0,179.7,43.7,24.2,3.25,52.5,167,Moderate
2018-01-11,Hyderabad,Telangana,South,63.6,136.7,70.6,37.6,0.54,49.0,165,Moderate
2018-01-16,Hyderabad,Telangana,South,82.7,160.2,80.9,8.1,2.6,61.5,200,Moderate
2018-01-23,Hyderabad,Telangana,South,88.0,139.6,61.3,28.8,2.65,43.3,175,Moderate
2018-01-26,Hyderabad,Telangana,South,79.7,119.7,43.2,28.2,0.61,24.8,182,Moderate
2018-01-28,Hyderabad,Telangana,South,64.2,134.1,17.2,49.5,2.9,19.1,164,Moderate
2018-01-29,Hyderabad,Telangana,South,71.3,135.2,39.2,47.1,0.57,58.8,164,Moderate
2018-01-30,Hyderabad,Telangana,South,63.8,127.4,81.7,25.5,0.66,76.4,173,Moderate
2018-01-31,Hyderabad,Telangana,South,60.2,131.9,49.2,40.4,2.92,40.8,171,Moderate
2018-02-02,Hyderabad,Telangana,South,78.0,132.0,52.2,19.6,2.85,72.9,168,Moderate
2018-02-07,Hyderabad,Telangana,South,69.8,150.0,55.3,45.6,3.2,76.4,161,Moderate
2018-02-14,Hyderabad,Telangana,South,74.8,145.5,27.8,38.4,0.56,29.3,162,Moderate
2018-02-15,Hyderabad,Telangana,South,68.3,108.4,17.5,29.4,2.63,56.0,169,Moderate
2018-02-17,Hyderabad,Telangana,South,96.1,167.6,86.9,9.6,0.94,62.1,175,Moderate
2018-02-23,Hyderabad,Telangana,South,57.7,126.0,55.6,10.8,0.55,30.8,149,Moderate
2018-02-25,Hyderabad,Telangana,South,65.7,137.7,33.2,35.5,1.98,29.5,178,Moderate
2018-02-25,Hyderabad,Telangana,South,57.7,118.7,66.6,16.2,1.69,25.0,148,Moderate
2018-02-26,Hyderabad,Telangana,South,72.4,154.5,86.6,45.8,2.84,20.9,190,Moderate
2018-02-28,Hyderabad,Telangana,South,77.4,152.0,10.5,11.4,1.09,32.7,157,Moderate
2018-03-02,Hyderabad,Telangana,South,40.7,70.7,66.2,15.4,0.55,18.7,111,Moderate
2018-03-03,Hyderabad,Telangana,South,68.9,140.9,42.0,34.9,1.62,52.1,133,Moderate
2018-03-03,Hyderabad,Telangana,South,57.2,120.1,18.0,43.8,1.94,57.9,129,Moderate
2018-03-05,Hyderabad,Telangana,South,59.0,97.6,45.1,40.2,2.83,44.5,121,Moderate
2018-03-05,Hyderabad,Telangana,South,44.5,86.0,21.3,47.5,3.29,29.7,125,Moderate
2018-03-08,Hyderabad,Telangana,South,36.5,65.6,15.8,45.2,1.44,36.9,96,Satisfactory
2018-03-14,Hyderabad,Telangana,South,58.3,115.8,49.8,26.8,1.54,32.6,126,Moderate
2018-03-15,Hyderabad,Telangana,South,45.4,73.1,59.4,31.9,2.22,56.7,114,Moderate
2018-03-16,Hyderabad,Telangana,South,45.7,93.1,27.7,17.1,1.15,79.5,102,Moderate
2018-03-17,Hyderabad,Telangana,South,46.8,80.0,70.6,26.1,2.99,40.8,102,Moderate
2018-03-21,Hyderabad,Telangana,South,51.8,84.7,28.1,35.0,2.02,53.9,126,Moderate
2018-03-22,Hyderabad,Telangana,South,61.4,109.6,33.0,30.1,1.34,20.6,112,Moderate
2018-03-22,Hyderabad,Telangana,South,41.4,74.6,67.1,5.6,1.38,65.7,100,Satisfactory
2018-03-23,Hyderabad,Telangana,South,52.0,80.7,85.2,16.7,2.15,39.2,121,Moderate
2018-03-25,Hyderabad,Telangana,South,50.7,77.7,38.3,13.7,2.63,76.6,140,Moderate
2018-03-28,Hyderabad,Telangana,South,70.4,131.1,52.3,30.9,2.78,28.2,132,Moderate
2018-04-01,Hyderabad,Telangana,South,63.5,132.9,24.0,7.8,2.61,62.0,122,Moderate
2018-04-01,Hyderabad,Telangana,South,55.4,86.5,52.5,10.1,1.75,20.7,124,Moderate
2018-04-07,Hyderabad,Telangana,South,52.6,86.2,26.3,40.8,2.01,79.0,121,Moderate
2018-04-10,Hyderabad,Telangana,South,65.3,141.4,51.5,39.7,1.22,39.9,127,Moderate
2018-04-12,Hyderabad,Telangana,South,48.2,95.3,33.1,8.4,1.92,25.3,133,Moderate
2018-04-17,Hyderabad,Telangana,South,47.9,100.3,77.5,28.1,2.85,26.7,89,Satisfactory
2018-04-17,Hyderabad,Telangana,South,49.5,93.2,82.1,40.9,0.87,54.7,102,Moderate
2018-04-19,Hyderabad,Telangana,South,50.9,81.2,15.4,40.5,2.5,41.8,119,Moderate
2018-04-24,Hyderabad,Telangana,South,57.3,117.5,44.4,43.7,1.5,64.6,115,Moderate
2018-04-26,Hyderabad,Telangana,South,48.8,95.2,24.6,47.9,2.66,77.1,116,Moderate
2018-04-30,Hyderabad,Telangana,South,58.1,95.1,59.9,10.9,0.85,39.9,139,Moderate
2018-05-01,Hyderabad,Telangana,South,40.7,62.2,67.6,17.6,0.55,16.3,94,Satisfactory
2018-05-03,Hyderabad,Telangana,South,50.4,80.3,35.1,10.3,1.81,50.9,101,Moderate
2018-05-06,Hyderabad,Telangana,South,68.2,141.6,86.0,17.6,0.44,38.0,129,Moderate
2018-05-07,Hyderabad,Telangana,South,59.5,123.4,74.1,10.8,0.9,35.9,146,Moderate
2018-05-13,Hyderabad,Telangana,South,45.5,90.6,25.0,34.4,3.13,24.1,99,Satisfactory
2018-05-13,Hyderabad,Telangana,South,49.7,104.5,86.6,28.1,1.98,62.2,110,Moderate
2018-05-14,Hyderabad,Telangana,South,48.8,81.2,14.3,24.3,2.84,61.5,112,Moderate
2018-05-14,Hyderabad,Telangana,South,42.9,74.2,61.6,27.3,2.78,60.6,104,Moderate
2018-05-15,Hyderabad,Telangana,South,85.9,180.7,32.8,12.1,1.79,38.1,160,Moderate
2018-05-15,Hyderabad,Telangana,South,44.6,93.1,57.0,35.5,2.27,71.5,117,Moderate
2018-05-21,Hyderabad,Telangana,South,52.4,92.1,79.1,26.3,3.4,27.1,109,Moderate
2018-05-29,Hyderabad,Telangana,South,70.1,138.7,77.1,32.3,1.83,18.2,139,Moderate
2018-05-30,Hyderabad,Telangana,South,65.8,110.8,28.6,15.8,0.49,59.9,137,Moderate
2018-06-03,Hyderabad,Telangana,South,42.5,85.4,83.2,18.7,2.7,61.4,78,Satisfactory
2018-06-03,Hyderabad,Telangana,South,29.1,45.8,58.4,42.3,3.19,33.8,77,Satisfactory
2018-06-03,Hyderabad,Telangana,South,41.0,62.8,11.4,40.7,1.01,26.4,95,Satisfactory
2018-06-06,Hyderabad,Telangana,South,32.2,63.8,85.9,17.1,2.92,18.6,80,Satisfactory
2018-06-10,Hyderabad,Telangana,South,39.1,70.1,82.5,45.6,3.48,50.8,88,Satisfactory
2018-06-11,Hyderabad,Telangana,South,31.5,66.8,13.8,48.3,2.51,56.0,73,Satisfactory
2018-06-13,Hyderabad,Telangana,South,31.5,48.8,58.5,26.5,1.39,68.7,60,Satisfactory
2018-06-19,Hyderabad,Telangana,South,28.9,60.4,80.7,12.2,1.45,36.8,63,Satisfactory
2018-06-19,Hyderabad,Telangana,South,30.8,61.3,28.2,5.2,1.46,78.0,69,Satisfactory
2018-06-21,Hyderabad,Telangana,South,30.1,48.6,57.6,36.5,1.54,56.1,60,Satisfactory
2018-06-22,Hyderabad,Telangana,South,30.4,60.2,73.1,23.0,2.46,77.2,73,Satisfactory
2018-06-24,Hyderabad,Telangana,South,49.3,81.8,23.0,40.3,3.36,64.9,102,Moderate
2018-06-24,Hyderabad,Telangana,South,28.1,52.8,67.2,31.5,2.53,57.0,78,Satisfactory
2018-06-26,Hyderabad,Telangana,South,41.9,87.5,56.6,37.7,1.47,29.5,115,Moderate
2018-06-29,Hyderabad,Telangana,South,40.5,87.1,65.1,46.7,1.39,20.9,88,Satisfactory
2018-06-30,Hyderabad,Telangana,South,33.4,65.6,74.3,22.8,0.47,67.7,70,Satisfactory
2018-07-02,Hyderabad,Telangana,South,31.0,55.2,76.8,31.0,3.03,68.7,80,Satisfactory
2018-07-09,Hyderabad,Telangana,South,35.2,62.7,45.5,23.3,1.45,64.9,92,Satisfactory
2018-07-25,Hyderabad,Telangana,South,40.8,68.0,89.1,27.5,1.0,46.0,88,Satisfactory
2018-07-25,Hyderabad,Telangana,South,26.5,48.6,17.6,13.7,3.02,52.1,75,Satisfactory
2018-07-25,Hyderabad,Telangana,South,35.4,59.5,14.3,18.1,2.52,75.2,79,Satisfactory
2018-07-26,Hyderabad,Telangana,South,31.1,50.3,13.6,10.4,1.89,29.3,85,Satisfactory
2018-07-29,Hyderabad,Telangana,South,45.9,80.8,51.1,24.0,1.96,29.4,93,Satisfactory
2018-08-01,Hyderabad,Telangana,South,40.3,87.6,55.7,8.8,2.25,59.6,82,Satisfactory
2018-08-02,Hyderabad,Telangana,South,43.6,75.3,60.5,7.0,2.23,62.1,105,Moderate
2018-08-05,Hyderabad,Telangana,South,32.5,61.9,36.4,43.5,1.67,41.8,81,Satisfactory
2018-08-08,Hyderabad,Telangana,South,45.7,92.7,58.4,36.0,1.28,46.3,105,Moderate
2018-08-14,Hyderabad,Telangana,South,26.2,45.1,31.3,27.8,2.81,70.8,72,Satisfactory
2018-08-14,Hyderabad,Telangana,South,38.0,60.1,73.8,32.8,1.3,37.4,75,Satisfactory
2018-08-15,Hyderabad,Telangana,South,26.2,50.2,57.2,6.6,2.94,27.7,57,Satisfactory
2018-08-16,Hyderabad,Telangana,South,42.7,89.5,77.8,34.7,2.96,28.5,79,Satisfactory
2018-08-18,Hyderabad,Telangana,South,36.8,69.1,47.0,27.6,1.03,73.7,84,Satisfactory
2018-08-19,Hyderabad,Telangana,South,45.7,72.5,74.2,37.7,1.42,59.8,89,Satisfactory
2018-08-20,Hyderabad,Telangana,South,29.4,44.3,73.8,30.7,3.46,53.3,57,Satisfactory
2018-08-25,Hyderabad,Telangana,South,39.3,78.9,15.8,34.8,0.42,18.1,89,Satisfactory
2018-08-29,Hyderabad,Telangana,South,35.5,59.5,19.7,6.6,1.25,79.3,100,Satisfactory
2018-09-02,Hyderabad,Telangana,South,36.5,65.9,72.1,37.4,0.79,18.2,76,Satisfactory
2018-09-05,Hyderabad,Telangana,South,42.6,79.3,20.8,48.6,0.51,46.4,100,Satisfactory
2018-10-04,Hyderabad,Telangana,South,62.2,94.3,26.3,17.9,1.53,52.5,129,Moderate
2018-10-10,Hyderabad,Telangana,South,44.1,96.4,42.1,28.5,1.2,73.4,93,Satisfactory
2018-10-11,Hyderabad,Telangana,South,43.0,89.8,25.6,34.6,3.15,73.7,90,Satisfactory
2018-10-13,Hyderabad,Telangana,South,44.3,80.0,54.7,7.2,2.22,20.8,103,Moderate
2018-10-17,Hyderabad,Telangana,South,31.2,57.8,78.2,47.6,3.41,49.5,80,Satisfactory
2018-10-21,Hyderabad,Telangana,South,69.1,149.7,40.6,33.3,3.15,41.3,144,Moderate
2018-10-23,Hyderabad,Telangana,South,62.6,115.0,20.8,40.3,0.5,79.5,129,Moderate
2018-10-26,Hyderabad,Telangana,South,66.9,116.5,31.1,29.9,1.33,37.7,129,Moderate
2018-10-28,Hyderabad,Telangana,South,45.4,84.6,88.9,43.8,2.38,15.6,84,Satisfactory
2018-10-31,Hyderabad,Telangana,South,47.1,73.9,31.5,6.3,3.12,54.5,109,Moderate
2018-11-04,Hyderabad,Telangana,South,85.0,178.3,37.0,30.1,2.19,77.9,177,Moderate
2018-11-06,Hyderabad,Telangana,South,71.9,108.6,81.5,38.3,0.83,36.3,177,Moderate
2018-11-07,Hyderabad,Telangana,South,73.5,159.7,68.2,48.9,3.27,54.7,166,Moderate
2018-11-09,Hyderabad,Telangana,South,90.4,183.1,54.8,48.0,1.11,71.7,215,Poor
2018-11-09,Hyderabad,Telangana,South,63.1,109.7,72.1,7.0,1.39,55.9,172,Moderate
2018-11-20,Hyderabad,Telangana,South,95.8,172.6,82.3,33.0,3.1,17.6,180,Moderate
2018-11-24,Hyderabad,Telangana,South,91.4,194.9,83.9,27.3,3.08,76.8,172,Moderate
2018-11-28,Hyderabad,Telangana,South,94.4,201.2,31.6,41.2,3.49,31.4,174,Moderate
2018-12-01,Hyderabad,Telangana,South,97.9,174.3,87.4,36.9,1.53,31.4,190,Moderate
2018-12-12,Hyderabad,Telangana,South,65.8,118.3,89.9,22.6,0.66,19.4,152,Moderate
2018-12-15,Hyderabad,Telangana,South,59.7,124.6,63.7,36.4,1.53,72.2,161,Moderate
2018-12-16,Hyderabad,Telangana,South,103.9,206.4,33.5,12.3,3.03,44.9,193,Moderate
2018-12-20,Hyderabad,Telangana,South,85.3,175.5,65.9,9.8,1.47,58.8,199,Moderate
2018-12-24,Hyderabad,Telangana,South,80.3,172.8,22.7,26.0,1.38,38.2,161,Moderate
2018-12-24,Hyderabad,Telangana,South,87.4,176.0,60.8,48.2,2.61,56.0,171,Moderate
2018-12-26,Hyderabad,Telangana,South,74.1,113.6,78.9,12.7,1.52,19.7,162,Moderate
2018-12-27,Hyderabad,Telangana,South,89.3,186.7,71.3,22.1,1.88,27.1,185,Moderate
2019-01-04,Hyderabad,Telangana,South,91.3,153.5,74.3,23.6,1.23,25.9,178,Moderate
2019-01-05,Hyderabad,Telangana,South,58.1,90.4,64.5,22.7,3.34,61.3,142,Moderate
2019-01-12,Hyderabad,Telangana,South,93.7,168.4,28.2,8.2,2.06,79.4,195,Moderate
2019-01-12,Hyderabad,Telangana,South,80.8,137.9,70.8,15.8,2.52,34.2,168,Moderate
2019-01-17,Hyderabad,Telangana,South,87.6,135.0,54.8,8.8,3.2,74.0,178,Moderate
2019-01-22,Hyderabad,Telangana,South,103.0,212.3,59.5,30.5,1.92,28.3,189,Moderate
2019-01-22,Hyderabad,Telangana,South,106.9,222.9,41.1,14.7,3.23,40.1,199,Moderate
2019-01-25,Hyderabad,Telangana,South,68.3,142.9,27.7,38.6,0.99,71.9,168,Moderate
2019-01-28,Hyderabad,Telangana,South,86.3,174.3,23.6,13.8,3.16,63.7,182,Moderate
2019-01-29,Hyderabad,Telangana,South,84.1,139.8,42.2,21.8,3.46,70.5,186,Moderate
2019-01-29,Hyderabad,Telangana,South,64.1,111.7,79.1,34.4,1.05,45.3,181,Moderate
2019-01-30,Hyderabad,Telangana,South,65.6,120.4,24.9,10.4,3.1,76.1,155,Moderate
2019-01-31,Hyderabad,Telangana,South,94.5,142.5,61.0,29.4,1.08,63.9,193,Moderate
2019-02-01,Hyderabad,Telangana,South,66.0,117.4,16.1,40.4,1.01,25.7,176,Moderate
2019-02-02,Hyderabad,Telangana,South,73.9,114.9,16.5,40.0,1.49,29.8,207,Poor
2019-02-02,Hyderabad,Telangana,South,79.8,154.9,15.6,24.9,1.34,47.4,183,Moderate
2019-02-06,Hyderabad,Telangana,South,74.3,156.1,25.0,20.6,1.87,34.2,168,Moderate
2019-02-06,Hyderabad,Telangana,South,88.2,142.2,47.2,20.0,1.73,26.9,167,Moderate
2019-02-09,Hyderabad,Telangana,South,67.7,126.2,15.8,35.4,2.43,72.0,166,Moderate
2019-02-10,Hyderabad,Telangana,South,70.4,133.8,53.7,30.9,2.59,55.9,160,Moderate
2019-02-13,Hyderabad,Telangana,South,73.8,129.5,36.4,15.6,3.48,40.2,188,Moderate
2019-02-19,Hyderabad,Telangana,South,79.6,153.0,21.3,25.8,3.24,75.6,184,Moderate
2019-02-22,Hyderabad,Telangana,South,100.3,150.9,65.2,44.9,1.62,61.0,184,Moderate
2019-03-05,Hyderabad,Telangana,South,75.5,114.8,19.3,21.9,1.89,20.6,170,Moderate
2019-03-07,Hyderabad,Telangana,South,48.3,99.3,82.5,16.8,1.94,36.8,93,Satisfactory
2019-03-08,Hyderabad,Telangana,South,62.6,131.0,59.6,27.6,1.56,29.5,125,Moderate
2019-03-08,Hyderabad,Telangana,South,50.4,77.2,13.2,36.6,3.34,70.1,115,Moderate
2019-03-09,Hyderabad,Telangana,South,52.4,97.9,69.9,20.4,2.76,46.5,115,Moderate
2019-03-10,Hyderabad,Telangana,South,47.3,92.4,87.3,28.0,3.46,34.6,111,Moderate
2019-03-10,Hyderabad,Telangana,South,63.0,110.3,37.9,16.8,0.79,25.9,115,Moderate
2019-03-15,Hyderabad,Telangana,South,56.5,99.1,62.8,26.2,1.02,54.1,109,Moderate
2019-03-18,Hyderabad,Telangana,South,45.5,70.8,57.1,40.1,0.61,41.9,105,Moderate
2019-03-20,Hyderabad,Telangana,South,60.0,102.2,34.4,29.9,1.34,56.0,137,Moderate
2019-03-25,Hyderabad,Telangana,South,45.5,85.1,62.5,30.8,0.85,31.7,97,Satisfactory
2019-03-25,Hyderabad,Telangana,South,71.8,156.1,70.1,20.3,1.53,34.7,156,Moderate
2019-03-28,Hyderabad,Telangana,South,44.5,96.9,36.0,27.3,1.39,45.8,117,Moderate
2019-03-30,Hyderabad,Telangana,South,42.8,93.2,61.3,9.4,1.39,42.3,92,Satisfactory
2019-04-15,Hyderabad,Telangana,South,73.5,115.6,69.1,17.0,1.58,79.2,143,Moderate
2019-04-17,Hyderabad,Telangana,South,62.4,100.0,53.8,37.0,3.07,75.8,121,Moderate
2019-04-20,Hyderabad,Telangana,South,45.7,82.4,14.1,35.9,2.72,37.5,115,Moderate
2019-04-25,Hyderabad,Telangana,South,70.6,127.4,76.8,28.8,1.04,72.2,130,Moderate
2019-04-29,Hyderabad,Telangana,South,66.0,107.1,78.1,31.8,3.08,42.8,142,Moderate
2019-04-30,Hyderabad,Telangana,South,39.3,83.4,79.6,29.5,1.15,78.2,112,Moderate
2019-05-10,Hyderabad,Telangana,South,71.6,144.9,69.5,46.4,2.77,70.6,145,Moderate
2019-05-13,Hyderabad,Telangana,South,50.1,92.2,29.4,35.3,2.65,45.2,97,Satisfactory
2019-05-17,Hyderabad,Telangana,South,44.9,86.2,66.6,10.1,1.22,79.8,87,Satisfactory
2019-05-20,Hyderabad,Telangana,South,56.6,112.9,35.6,44.6,1.58,56.4,118,Moderate
2019-05-29,Hyderabad,Telangana,South,64.6,109.1,43.3,15.8,1.36,78.0,127,Moderate
2019-06-01,Hyderabad,Telangana,South,36.2,70.1,45.9,14.2,0.81,47.0,79,Satisfactory
2019-06-03,Hyderabad,Telangana,South,56.7,111.3,77.1,26.3,2.62,78.7,108,Moderate
2019-06-10,Hyderabad,Telangana,South,21.4,37.1,36.4,41.9,1.0,50.6,56,Satisfactory
2019-06-11,Hyderabad,Telangana,South,39.0,74.8,41.5,26.3,3.05,37.1,76,Satisfactory
2019-06-11,Hyderabad,Telangana,South,34.2,64.8,47.3,36.0,3.23,28.0,83,Satisfactory
2019-06-13,Hyderabad,Telangana,South,23.7,50.9,83.2,29.8,0.64,19.8,47,Good
2019-06-18,Hyderabad,Telangana,South,24.4,49.0,88.1,47.6,2.86,19.4,62,Satisfactory
2019-06-20,Hyderabad,Telangana,South,46.5,75.1,35.1,14.6,0.79,39.5,106,Moderate
2019-06-23,Hyderabad,Telangana,South,31.1,63.6,17.7,25.3,2.23,79.1,76,Satisfactory
2019-06-25,Hyderabad,Telangana,South,44.3,92.4,88.5,29.3,1.14,75.3,92,Satisfactory
2019-06-27,Hyderabad,Telangana,South,29.7,63.3,40.7,29.5,3.21,55.6,75,Satisfactory
2019-06-28,Hyderabad,Telangana,South,39.6,84.0,55.5,33.4,2.01,18.3,85,Satisfactory
2019-06-30,Hyderabad,Telangana,South,53.5,107.9,80.2,5.5,3.43,27.4,100,Satisfactory
2019-07-01,Hyderabad,Telangana,South,49.1,85.5,66.4,7.3,1.84,76.0,95,Satisfactory
2019-07-11,Hyderabad,Telangana,South,23.4,38.9,17.0,11.8,0.42,53.3,59,Satisfactory
2019-07-13,Hyderabad,Telangana,South,36.9,69.6,14.0,7.0,2.63,43.9,89,Satisfactory
2019-07-13,Hyderabad,Telangana,South,53.0,87.6,24.6,21.9,2.94,55.5,107,Moderate
2019-07-14,Hyderabad,Telangana,South,45.4,94.2,11.1,29.4,1.82,47.4,94,Satisfactory
2019-07-14,Hyderabad,Telangana,South,39.3,82.5,36.5,37.6,3.14,72.7,104,Moderate
2019-07-15,Hyderabad,Telangana,South,36.8,68.8,79.5,42.8,1.37,25.6,81,Satisfactory
2019-07-18,Hyderabad,Telangana,South,43.3,73.2,12.7,28.3,1.01,64.3,85,Satisfactory
2019-07-20,Hyderabad,Telangana,South,35.5,75.9,42.2,33.5,1.71,42.8,86,Satisfactory
2019-07-21,Hyderabad,Telangana,South,28.4,44.8,65.2,44.9,0.66,16.9,53,Satisfactory
2019-07-25,Hyderabad,Telangana,South,41.0,85.3,13.0,31.8,1.11,22.8,99,Satisfactory
2019-08-02,Hyderabad,Telangana,South,32.1,56.1,25.6,17.1,2.94,25.6,91,Satisfactory
2019-08-03,Hyderabad,Telangana,South,34.4,53.9,60.7,21.5,1.25,79.6,84,Satisfactory
2019-08-08,Hyderabad,Telangana,South,22.4,43.6,31.5,25.9,1.6,26.4,63,Satisfactory
2019-08-10,Hyderabad,Telangana,South,29.9,50.8,17.0,43.7,2.23,73.6,82,Satisfactory
2019-08-13,Hyderabad,Telangana,South,39.3,61.2,11.4,19.8,0.87,73.9,89,Satisfactory
2019-08-13,Hyderabad,Telangana,South,30.6,63.0,59.4,37.9,3.19,33.6,87,Satisfactory
2019-08-14,Hyderabad,Telangana,South,38.0,68.6,26.3,43.5,0.54,38.1,101,Moderate
2019-08-14,Hyderabad,Telangana,South,36.7,71.4,69.5,8.8,0.43,60.9,81,Satisfactory
2019-08-14,Hyderabad,Telangana,South,20.5,32.6,23.2,6.8,2.72,72.5,58,Satisfactory
2019-08-17,Hyderabad,Telangana,South,58.1,104.1,38.8,45.3,3.21,59.3,119,Moderate
2019-08-25,Hyderabad,Telangana,South,47.3,100.6,81.5,17.7,1.28,41.2,87,Satisfactory
2019-09-10,Hyderabad,Telangana,South,41.5,87.7,73.9,39.2,0.9,27.4,86,Satisfactory
2019-09-12,Hyderabad,Telangana,South,31.5,62.0,35.8,45.4,3.15,36.1,88,Satisfactory
2019-09-14,Hyderabad,Telangana,South,33.2,60.0,78.9,42.6,2.27,25.2,94,Satisfactory
2019-09-14,Hyderabad,Telangana,South,25.5,40.2,68.7,35.5,0.63,73.6,48,Good
2019-09-22,Hyderabad,Telangana,South,31.2,51.2,84.0,5.9,2.12,39.2,71,Satisfactory
2019-09-29,Hyderabad,Telangana,South,37.6,58.6,53.9,22.1,2.28,40.3,83,Satisfactory
2019-09-30,Hyderabad,Telangana,South,30.4,61.7,83.5,47.8,2.19,38.2,71,Satisfactory
2019-10-04,Hyderabad,Telangana,South,74.3,141.1,11.5,37.0,2.61,22.5,164,Moderate
2019-10-04,Hyderabad,Telangana,South,50.4,104.3,20.3,46.7,1.02,20.3,126,Moderate
2019-10-07,Hyderabad,Telangana,South,57.7,101.4,10.8,36.0,3.44,77.8,107,Moderate
2019-10-09,Hyderabad,Telangana,South,49.8,97.0,28.2,43.4,2.72,48.6,101,Moderate
2019-10-14,Hyderabad,Telangana,South,47.2,79.3,12.8,9.1,2.24,71.3,122,Moderate
2019-10-28,Hyderabad,Telangana,South,42.1,71.7,86.8,24.3,1.38,35.2,114,Moderate
2019-10-29,Hyderabad,Telangana,South,53.1,114.6,27.1,21.8,1.28,75.5,131,Moderate
2019-10-29,Hyderabad,Telangana,South,35.0,61.8,16.6,40.0,2.71,46.9,91,Satisfactory
2019-10-31,Hyderabad,Telangana,South,50.9,102.7,27.8,21.0,0.45,36.6,102,Moderate
2019-11-03,Hyderabad,Telangana,South,74.3,125.1,51.0,19.9,3.07,45.8,191,Moderate
2019-11-05,Hyderabad,Telangana,South,68.8,136.5,72.4,15.8,1.2,35.0,173,Moderate
2019-11-05,Hyderabad,Telangana,South,76.9,164.1,82.7,27.5,1.86,56.6,174,Moderate
2019-11-06,Hyderabad,Telangana,South,83.9,143.0,27.3,26.8,1.4,75.1,153,Moderate
2019-11-07,Hyderabad,Telangana,South,92.1,173.2,32.0,36.9,1.24,73.8,169,Moderate
2019-11-09,Hyderabad,Telangana,South,76.8,154.7,51.2,41.6,2.64,55.0,164,Moderate
2019-11-12,Hyderabad,Telangana,South,64.0,129.7,24.5,30.1,0.64,18.1,167,Moderate
2019-11-18,Hyderabad,Telangana,South,87.0,170.4,27.9,21.0,3.43,29.6,160,Moderate
2019-11-19,Hyderabad,Telangana,South,60.3,101.6,39.4,22.7,0.77,29.7,164,Moderate
2019-11-20,Hyderabad,Telangana,South,95.7,195.3,57.2,21.5,1.69,35.0,185,Moderate
2019-11-25,Hyderabad,Telangana,South,78.6,138.9,39.9,18.2,2.57,57.6,192,Moderate
2019-11-27,Hyderabad,Telangana,South,90.0,153.0,77.8,36.7,0.79,56.9,175,Moderate
2019-12-05,Hyderabad,Telangana,South,86.3,174.7,22.0,47.4,2.32,70.1,184,Moderate
2019-12-06,Hyderabad,Telangana,South,68.5,105.7,64.7,22.3,1.63,32.2,150,Moderate
2019-12-18,Hyderabad,Telangana,South,72.1,139.0,23.8,28.2,2.34,44.0,198,Moderate
2019-12-30,Hyderabad,Telangana,South,70.0,128.2,70.2,28.5,0.41,76.7,177,Moderate
2020-01-03,Hyderabad,Telangana,South,91.8,164.7,66.8,40.0,1.6,59.9,224,Poor
2020-01-11,Hyderabad,Telangana,South,92.8,140.1,34.5,7.9,3.27,66.7,203,Poor
2020-01-12,Hyderabad,Telangana,South,93.0,186.2,11.5,9.7,1.51,25.1,195,Moderate
2020-01-18,Hyderabad,Telangana,South,81.2,170.5,36.9,12.2,1.26,34.6,188,Moderate
2020-01-18,Hyderabad,Telangana,South,95.7,190.5,44.9,14.4,0.43,20.9,179,Moderate
2020-01-20,Hyderabad,Telangana,South,90.7,165.5,22.3,11.2,2.55,56.2,171,Moderate
